Phrase,Sujet,Verbe,Objet,Dep_sujet,Dep_verbe,Dep_objet,ID_sujet,ID_verbe,ID_objet,DocID_sujet,DocID_verbe,DocID_objet,AlignID_sujet,AlignID_verbe,AlignID_objet,IDs_sujet,IDs_objet,Lemme_verbe,Head_verbe,Annotation_verbe_col8,Annotation_verbe_col9,Num_phrase,Num_paragr,Sentence_index,personnages_sujet,personnages_objet,personnages_triptyque,lieux_sujet,lieux_objet,lieux_triptyque,types_lieux_triptyque,a_personnage_triptyque,a_lieu_triptyque,a_personnage_et_lieu_triptyque,chapter
"Calme, flegmatique, l' œil pur, la paupière immobile, c' était le type achevé de ces Anglais à sang - froid qui se rencontrent assez fréquemment dans le Royaume - Uni, et dont Angelica Kauffmann a merveilleusement rendu sous son pinceau l' attitude un peu académique.",,achevé,,,acl,,,17,,,2172,,,2140,,[],[],achever,16,_,_,81,32,82,[],[],[],[],[],[],[],False,False,False,2
"Calme, flegmatique, l' œil pur, la paupière immobile, c' était le type achevé de ces Anglais à sang - froid qui se rencontrent assez fréquemment dans le Royaume - Uni, et dont Angelica Kauffmann a merveilleusement rendu sous son pinceau l' attitude un peu académique.",qui,rencontrent,se,nsubj,acl:relcl,expl:comp,25.0,27,26.0,2180.0,2182,2181.0,2147.0,2149,2148.0,[25],[26],rencontrer,20,_,_,81,32,82,[],[],[],[],[],[],[],False,False,False,2
"Calme, flegmatique, l' œil pur, la paupière immobile, c' était le type achevé de ces Anglais à sang - froid qui se rencontrent assez fréquemment dans le Royaume - Uni, et dont Angelica Kauffmann a merveilleusement rendu sous son pinceau l' attitude un peu académique.",qui,rencontrent,dans le Royaume-Uni,nsubj,acl:relcl,obl:mod,25.0,27,32.0,2180.0,2182,2187.0,2147.0,2149,2154.0,[25],"[30, 31, 32]",rencontrer,20,_,_,81,32,82,[],[],[],[],[],[],[],False,False,False,2
"Calme, flegmatique, l' œil pur, la paupière immobile, c' était le type achevé de ces Anglais à sang - froid qui se rencontrent assez fréquemment dans le Royaume - Uni, et dont Angelica Kauffmann a merveilleusement rendu sous son pinceau l' attitude un peu académique.",qui,rencontrent,Royaume-Uni,nsubj,acl:relcl,obl:mod,25.0,27,33.0,2180.0,2182,2188.0,2147.0,2149,,[25],[33],rencontrer,20,_,_,81,32,82,[],[],[],[],[],[],[],False,False,False,2
"Calme, flegmatique, l' œil pur, la paupière immobile, c' était le type achevé de ces Anglais à sang - froid qui se rencontrent assez fréquemment dans le Royaume - Uni, et dont Angelica Kauffmann a merveilleusement rendu sous son pinceau l' attitude un peu académique.",qui,rencontrent,Royaume-Uni,nsubj,acl:relcl,obl:mod,25.0,27,34.0,2180.0,2182,2189.0,2147.0,2149,2155.0,[25],[34],rencontrer,20,_,_,81,32,82,[],[],[],[],[],[],[],False,False,False,2
"Calme, flegmatique, l' œil pur, la paupière immobile, c' était le type achevé de ces Anglais à sang - froid qui se rencontrent assez fréquemment dans le Royaume - Uni, et dont Angelica Kauffmann a merveilleusement rendu sous son pinceau l' attitude un peu académique.",Angelica Kauffmann,rendu,sous son pinceau,nsubj,conj,obl:mod,38.0,42,45.0,2193.0,2197,2200.0,2159.0,2163,2166.0,"[38, 39]","[43, 44, 45]",rendre,27,_,_,81,32,82,[],[],[],[],[],[],[],False,False,False,2
"Calme, flegmatique, l' œil pur, la paupière immobile, c' était le type achevé de ces Anglais à sang - froid qui se rencontrent assez fréquemment dans le Royaume - Uni, et dont Angelica Kauffmann a merveilleusement rendu sous son pinceau l' attitude un peu académique.",Angelica Kauffmann,rendu,l'attitude un peu académique,nsubj,conj,obj,38.0,42,47.0,2193.0,2197,2202.0,2159.0,2163,2168.0,"[38, 39]","[46, 47, 48, 49, 50]",rendre,27,_,_,81,32,82,[],[],[],[],[],[],[],False,False,False,2
"Vu dans les divers actes de son existence, ce gentleman donnait l' idée d' un être bien équilibré dans toutes ses parties, justement pondéré, aussi parfait qu' un chronomètre de Leroy ou de Earnshaw.",ce gentleman,Vu,dans les divers actes de son existence,nsubj,advcl,obl:mod,11.0,1,5.0,2217.0,2207,2211.0,2183.0,2173,2177.0,"[10, 11]","[2, 3, 4, 5, 6, 7, 8]",voir,12,_,_,82,32,83,['0'],['0'],['0'],[],[],[],[],True,False,False,2
"Vu dans les divers actes de son existence, ce gentleman donnait l' idée d' un être bien équilibré dans toutes ses parties, justement pondéré, aussi parfait qu' un chronomètre de Leroy ou de Earnshaw.",ce gentleman,donnait,l'idée d'un être bien équilibré dans toutes ses parties justement pondéré aussi parfait qu'un chronomètre de Leroy ou de Earnshaw,nsubj,root,obj,11.0,12,14.0,2217.0,2218,2220.0,2183.0,2184,2186.0,"[10, 11]","[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",donner,0,_,_,82,32,83,['0'],[],['0'],[],[],[],[],True,False,False,2
"C' est qu' en effet, Phileas Fogg était l' exactitude personnifiée, ce qui se voyait clairement à« l' expression de ses pieds et de ses mains», car chez l' homme, aussi bien que chez les animaux, les membres eux - mêmes sont des organes expressifs des passions.",C',est,en effet,nsubj,root,obl:mod,1.0,2,5.0,2245.0,2246,2249.0,2211.0,2212,2215.0,[1],"[4, 5]",être,0,_,_,83,32,84,[],[],[],[],[],[],[],False,False,False,2
"C' est qu' en effet, Phileas Fogg était l' exactitude personnifiée, ce qui se voyait clairement à« l' expression de ses pieds et de ses mains», car chez l' homme, aussi bien que chez les animaux, les membres eux - mêmes sont des organes expressifs des passions.",C',est,chez l'homme aussi bien que chez les animaux,nsubj,root,obl:mod,1.0,2,35.0,2245.0,2246,2279.0,2211.0,2212,2245.0,[1],"[33, 34, 35, 37, 38, 39, 40, 41, 42]",être,0,_,_,83,32,84,[],[],[],[],[],[],[],False,False,False,2
"C' est qu' en effet, Phileas Fogg était l' exactitude personnifiée, ce qui se voyait clairement à« l' expression de ses pieds et de ses mains», car chez l' homme, aussi bien que chez les animaux, les membres eux - mêmes sont des organes expressifs des passions.",,personnifiée,,,acl,,,12,,,2256,,,2222,,[],[],personnifier,11,_,_,83,32,84,[],[],[],[],[],[],[],False,False,False,2
"C' est qu' en effet, Phileas Fogg était l' exactitude personnifiée, ce qui se voyait clairement à« l' expression de ses pieds et de ses mains», car chez l' homme, aussi bien que chez les animaux, les membres eux - mêmes sont des organes expressifs des passions.",qui,voyait,se,nsubj,acl:relcl,expl:comp,15.0,17,16.0,2259.0,2261,2260.0,2225.0,2227,2226.0,[15],[16],voir,14,_,_,83,32,84,[],[],[],[],[],[],[],False,False,False,2
"C' est qu' en effet, Phileas Fogg était l' exactitude personnifiée, ce qui se voyait clairement à« l' expression de ses pieds et de ses mains», car chez l' homme, aussi bien que chez les animaux, les membres eux - mêmes sont des organes expressifs des passions.",qui,voyait,à l'expression de ses pieds et de ses mains,nsubj,acl:relcl,obl:arg,15.0,17,22.0,2259.0,2261,2266.0,2225.0,2227,2232.0,[15],"[19, 21, 22, 23, 24, 25, 26, 27, 28, 29]",voir,14,_,_,83,32,84,[],['0'],['0'],[],[],[],[],True,False,False,2
"Phileas Fogg était de ces gens mathématiquement exacts, qui, jamais pressés et toujours prêts, sont économes de leurs pas et de leurs mouvements.",qui,pressés,,nsubj,advcl,,10.0,13,,2309.0,2312,,2274.0,2277,,[10],[],presser,19,_,_,84,33,85,[],[],[],[],[],[],[],False,False,False,2
"Il ne faisait pas une enjambée de trop, allant toujours par le plus court.",Il,faisait,une enjambée de trop,nsubj,root,obj,1.0,3,6.0,2327.0,2329,2332.0,2292.0,2294,2297.0,[1],"[5, 6, 7, 8]",faire,0,_,_,85,33,86,['0'],[],['0'],[],[],[],[],True,False,False,2
"Il ne faisait pas une enjambée de trop, allant toujours par le plus court.",Il,allant,par le plus court,nsubj,advcl,obl:arg,1.0,10,15.0,2327.0,2336,2341.0,2292.0,2301,2306.0,[1],"[12, 13, 14, 15]",aller,3,_,_,85,33,86,['0'],[],['0'],[],[],[],[],True,False,False,2
Il ne perdait pas un regard au plafond.,Il,perdait,un regard au plafond,nsubj,root,obj,1.0,3,6.0,2343.0,2345,2348.0,2308.0,2310,2313.0,[1],"[5, 6, 7, 8]",perdre,0,_,_,86,33,87,['0'],[],['0'],[],[],[],[],True,False,False,2
Il ne se permettait aucun geste superflu.,Il,permettait,se,nsubj,root,obj,1.0,4,3.0,2352.0,2355,2354.0,2317.0,2320,2319.0,[1],[3],permettre,0,_,_,87,33,88,['0'],[],['0'],[],[],[],[],True,False,False,2
Il ne se permettait aucun geste superflu.,Il,permettait,aucun geste superflu,nsubj,root,obj,1.0,4,6.0,2352.0,2355,2357.0,2317.0,2320,2322.0,[1],"[5, 6, 7]",permettre,0,_,_,87,33,88,['0'],[],['0'],[],[],[],[],True,False,False,2
On ne l' avait jamais vu ému ni troublé.,On,vu,l',nsubj,root,obj,1.0,6,3.0,2360.0,2365,2362.0,2325.0,2330,2327.0,[1],[3],voir,0,_,_,88,33,89,[],['0'],['0'],[],[],[],[],True,False,False,2
On ne l' avait jamais vu ému ni troublé.,On,ému,,nsubj,xcomp,,1.0,7,,2360.0,2366,,2325.0,2331,,[1],[],émouvoir,6,_,_,88,33,89,[],[],[],[],[],[],[],False,False,False,2
On ne l' avait jamais vu ému ni troublé.,On,troublé,,nsubj,conj,,1.0,9,,2360.0,2368,,2325.0,2333,,[1],[],troubler,7,_,_,88,33,89,[],[],[],[],[],[],[],False,False,False,2
"C' était l' homme le moins hâté du monde, mais il arrivait toujours à temps.",il,arrivait,à temps,nsubj,conj,obl:mod,12.0,13,16.0,2381.0,2382,2385.0,2346.0,2347,2350.0,[12],"[15, 16]",arriver,4,_,_,89,33,90,['0'],[],['0'],[],[],[],[],True,False,False,2
"Toutefois, on comprendra qu' il vécût seul et pour ainsi dire en dehors de toute relation sociale.",on,comprendra,,nsubj,root,,3.0,4,,2389.0,2390,,2354.0,2355,,[3],[],comprendre,0,_,_,90,33,91,[],[],[],[],[],[],[],False,False,False,2
"Toutefois, on comprendra qu' il vécût seul et pour ainsi dire en dehors de toute relation sociale.",il,vécût,,nsubj,ccomp,,6.0,7,,2392.0,2393,,2357.0,2358,,[6],[],vivre,4,_,_,90,33,91,['0'],[],['0'],[],[],[],[],True,False,False,2
"Toutefois, on comprendra qu' il vécût seul et pour ainsi dire en dehors de toute relation sociale.",,dire,,,fixed,,,12,,,2398,,,2363,,[],[],dire,10,_,_,90,33,91,[],[],[],[],[],[],[],False,False,False,2
"Il savait que dans la vie il faut faire la part des frottements, et comme les frottements retardent, il ne se frottait à personne.",Il,savait,,nsubj,root,,1.0,2,,2406.0,2407,,2371.0,2372,,[1],[],savoir,0,_,_,91,33,92,['0'],[],['0'],[],[],[],[],True,False,False,2
"Il savait que dans la vie il faut faire la part des frottements, et comme les frottements retardent, il ne se frottait à personne.",Il,faut,dans la vie,nsubj,ccomp,obl:mod,1.0,8,6.0,2406.0,2413,2411.0,2371.0,2378,2376.0,[1],"[4, 5, 6]",falloir,2,_,_,91,33,92,['0'],[],['0'],[],[],[],[],True,False,False,2
"Il savait que dans la vie il faut faire la part des frottements, et comme les frottements retardent, il ne se frottait à personne.",,faire,la part des frottements,,xcomp,obj,,9,11.0,,2414,2416.0,,2379,2381.0,[],"[10, 11, 12, 13]",faire,8,_,_,91,33,92,[],[],[],[],[],[],[],False,False,False,2
"Il savait que dans la vie il faut faire la part des frottements, et comme les frottements retardent, il ne se frottait à personne.",les frottements,retardent,,nsubj,conj,,18.0,19,,2423.0,2424,,2388.0,2389,,"[17, 18]",[],retarder,8,_,_,91,33,92,[],[],[],[],[],[],[],False,False,False,2
"Il savait que dans la vie il faut faire la part des frottements, et comme les frottements retardent, il ne se frottait à personne.",il,frottait,se,nsubj,conj,expl:comp,21.0,24,23.0,2426.0,2429,2428.0,2391.0,2394,2393.0,[21],[23],frotter,2,_,_,91,33,92,['0'],[],['0'],[],[],[],[],True,False,False,2
"Il savait que dans la vie il faut faire la part des frottements, et comme les frottements retardent, il ne se frottait à personne.",il,frottait,à personne,nsubj,conj,obl:arg,21.0,24,26.0,2426.0,2429,2431.0,2391.0,2394,2396.0,[21],"[25, 26]",frotter,2,_,_,91,33,92,['0'],[],['0'],[],[],[],[],True,False,False,2
"Quant à Jean, dit Passepartout, un vrai Parisien de Paris, depuis cinq ans qu' il habitait l' Angleterre et y faisait à Londres le métier de valet de chambre, il avait cherché vainement un maître auquel il pût s' attacher.",,dit,Passepartout,,acl,obj,,5,6.0,,2437,2438.0,,2402,2403.0,[],[6],dire,3,_,_,92,34,93,[],[],[],[],[],[],[],False,False,False,2
"Quant à Jean, dit Passepartout, un vrai Parisien de Paris, depuis cinq ans qu' il habitait l' Angleterre et y faisait à Londres le métier de valet de chambre, il avait cherché vainement un maître auquel il pût s' attacher.",il,habitait,l'Angleterre,nsubj,acl,obj,18.0,19,21.0,2450.0,2451,2453.0,2415.0,2416,2418.0,[18],"[20, 21]",habiter,16,39,_,92,34,93,['1'],[],['1'],[],[],[],[],True,False,False,2
"Quant à Jean, dit Passepartout, un vrai Parisien de Paris, depuis cinq ans qu' il habitait l' Angleterre et y faisait à Londres le métier de valet de chambre, il avait cherché vainement un maître auquel il pût s' attacher.",il,faisait,y,nsubj,conj,iobj,18.0,24,23.0,2450.0,2456,2455.0,2415.0,2421,2420.0,[18],[23],faire,19,54,_,92,34,93,['1'],[],['1'],[],[],[],[],True,False,False,2
"Quant à Jean, dit Passepartout, un vrai Parisien de Paris, depuis cinq ans qu' il habitait l' Angleterre et y faisait à Londres le métier de valet de chambre, il avait cherché vainement un maître auquel il pût s' attacher.",il,faisait,à Londres,nsubj,conj,obl:mod,18.0,24,26.0,2450.0,2456,2458.0,2415.0,2421,2423.0,[18],"[25, 26]",faire,19,54,_,92,34,93,['1'],[],['1'],[],[],[],[],True,False,False,2
"Quant à Jean, dit Passepartout, un vrai Parisien de Paris, depuis cinq ans qu' il habitait l' Angleterre et y faisait à Londres le métier de valet de chambre, il avait cherché vainement un maître auquel il pût s' attacher.",il,faisait,le métier de valet de chambre,nsubj,conj,obj,18.0,24,28.0,2450.0,2456,2460.0,2415.0,2421,2425.0,[18],"[27, 28, 29, 30, 31, 32]",faire,19,54,_,92,34,93,['1'],[],['1'],[],[],[],[],True,False,False,2
"Quant à Jean, dit Passepartout, un vrai Parisien de Paris, depuis cinq ans qu' il habitait l' Angleterre et y faisait à Londres le métier de valet de chambre, il avait cherché vainement un maître auquel il pût s' attacher.",il,cherché,Quant à Jean un vrai Parisien de Paris,nsubj,root,obl:mod,34.0,36,3.0,2466.0,2468,2435.0,2431.0,2433,2400.0,[34],"[1, 2, 3, 8, 9, 10, 11, 12]",chercher,0,_,_,92,34,93,['1'],['1'],['1'],[],[],[],[],True,False,False,2
"Quant à Jean, dit Passepartout, un vrai Parisien de Paris, depuis cinq ans qu' il habitait l' Angleterre et y faisait à Londres le métier de valet de chambre, il avait cherché vainement un maître auquel il pût s' attacher.",il,cherché,depuis cinq ans,nsubj,root,obl:mod,34.0,36,16.0,2466.0,2468,2448.0,2431.0,2433,2413.0,[34],"[14, 15, 16]",chercher,0,_,_,92,34,93,['1'],[],['1'],[],[],[],[],True,False,False,2
"Quant à Jean, dit Passepartout, un vrai Parisien de Paris, depuis cinq ans qu' il habitait l' Angleterre et y faisait à Londres le métier de valet de chambre, il avait cherché vainement un maître auquel il pût s' attacher.",il,cherché,un maître,nsubj,root,obj,34.0,36,39.0,2466.0,2468,2471.0,2431.0,2433,2436.0,[34],"[38, 39]",chercher,0,_,_,92,34,93,['1'],[],['1'],[],[],[],[],True,False,False,2
"Quant à Jean, dit Passepartout, un vrai Parisien de Paris, depuis cinq ans qu' il habitait l' Angleterre et y faisait à Londres le métier de valet de chambre, il avait cherché vainement un maître auquel il pût s' attacher.",il,pût,,nsubj,acl:relcl,,41.0,42,,2473.0,2474,,2438.0,2439,,[41],[],pouvoir,39,_,_,92,34,93,['1'],[],['1'],[],[],[],[],True,False,False,2
"Quant à Jean, dit Passepartout, un vrai Parisien de Paris, depuis cinq ans qu' il habitait l' Angleterre et y faisait à Londres le métier de valet de chambre, il avait cherché vainement un maître auquel il pût s' attacher.",il,attacher,s',nsubj,xcomp,expl:comp,41.0,44,43.0,2473.0,2476,2475.0,2438.0,2441,2440.0,[41],[43],attacher,42,_,_,92,34,93,['1'],[],['1'],[],[],[],[],True,False,False,2
"Passepartout n' était point un de ces Frontins ou Mascarilles qui, les épaules hautes, le nez au vent, le regard assuré, l' œil sec, ne sont que d' impudents drôles. Non.",,assuré,,,acl,,,24,,,2501,,,2466,,[],[],assurer,23,_,_,93,35,94,[],[],[],[],[],[],[],False,False,False,2
"Passepartout était un brave garçon, de physionomie aimable, aux lèvres un peu saillantes, toujours prêtes à goûter ou à caresser, un être doux et serviable, avec une de ces bonnes têtes rondes que l' on aime à voir sur les épaules d' un ami.",,goûter,,,xcomp,,,20,,,2535,,,2500,,[],[],goûter,18,_,_,94,35,95,[],[],[],[],[],[],[],False,False,False,2
"Passepartout était un brave garçon, de physionomie aimable, aux lèvres un peu saillantes, toujours prêtes à goûter ou à caresser, un être doux et serviable, avec une de ces bonnes têtes rondes que l' on aime à voir sur les épaules d' un ami.",,caresser,,,conj,,,23,,,2538,,,2503,,[],[],caresser,20,_,_,94,35,95,[],[],[],[],[],[],[],False,False,False,2
"Passepartout était un brave garçon, de physionomie aimable, aux lèvres un peu saillantes, toujours prêtes à goûter ou à caresser, un être doux et serviable, avec une de ces bonnes têtes rondes que l' on aime à voir sur les épaules d' un ami.",l',aime,que,nsubj,acl:relcl,obj,39.0,41,38.0,2554.0,2556,2553.0,2519.0,2521,2518.0,[39],[38],aimer,36,_,_,94,35,95,[],[],[],[],[],[],[],False,False,False,2
"Passepartout était un brave garçon, de physionomie aimable, aux lèvres un peu saillantes, toujours prêtes à goûter ou à caresser, un être doux et serviable, avec une de ces bonnes têtes rondes que l' on aime à voir sur les épaules d' un ami.",l',voir,sur les épaules d'un ami,nsubj,xcomp,obl:mod,39.0,43,46.0,2554.0,2558,2561.0,2519.0,2523,2526.0,[39],"[44, 45, 46, 47, 48, 49]",voir,41,_,_,94,35,95,[],[],[],[],[],[],[],False,False,False,2
"Il avait les yeux bleus, le teint animé, la figure assez grasse pour qu' il pût lui-même voir les pommettes de ses joues, la poitrine large, la taille forte, une musculature vigoureuse, et il possédait une force herculéenne que les exercices de sa jeunesse avaient admirablement développée.",Il,avait,les yeux bleus le teint la figure assez grasse,nsubj,root,obj,1.0,2,4.0,2566.0,2567,2569.0,2531.0,2532,2534.0,[1],"[3, 4, 5, 7, 8, 11, 12, 13, 14]",avoir,0,_,_,95,35,96,['1'],[],['1'],[],[],[],[],True,False,False,2
"Il avait les yeux bleus, le teint animé, la figure assez grasse pour qu' il pût lui-même voir les pommettes de ses joues, la poitrine large, la taille forte, une musculature vigoureuse, et il possédait une force herculéenne que les exercices de sa jeunesse avaient admirablement développée.",,animé,,,acl,,,9,,,2574,,,2539,,[],[],animer,8,_,_,95,35,96,[],[],[],[],[],[],[],False,False,False,2
"Il avait les yeux bleus, le teint animé, la figure assez grasse pour qu' il pût lui-même voir les pommettes de ses joues, la poitrine large, la taille forte, une musculature vigoureuse, et il possédait une force herculéenne que les exercices de sa jeunesse avaient admirablement développée.",il,pût,,nsubj,advcl,,17.0,18,,2582.0,2583,,2547.0,2548,,[17],[],pouvoir,2,_,_,95,35,96,['1'],[],['1'],[],[],[],[],True,False,False,2
"Il avait les yeux bleus, le teint animé, la figure assez grasse pour qu' il pût lui-même voir les pommettes de ses joues, la poitrine large, la taille forte, une musculature vigoureuse, et il possédait une force herculéenne que les exercices de sa jeunesse avaient admirablement développée.",il,voir,les pommettes de ses joues la poitrine large la taille forte une musculature vigoureuse,nsubj,xcomp,obj,17.0,20,22.0,2582.0,2585,2587.0,2547.0,2550,2552.0,[17],"[21, 22, 23, 24, 25, 27, 28, 29, 31, 32, 33, 35, 36, 37]",voir,18,_,_,95,35,96,['1'],['1'],['1'],[],[],[],[],True,False,False,2
"Il avait les yeux bleus, le teint animé, la figure assez grasse pour qu' il pût lui-même voir les pommettes de ses joues, la poitrine large, la taille forte, une musculature vigoureuse, et il possédait une force herculéenne que les exercices de sa jeunesse avaient admirablement développée.",il,possédait,une force herculéenne,nsubj,conj,obj,40.0,41,43.0,2605.0,2606,2608.0,2570.0,2571,2573.0,[40],"[42, 43, 44]",posséder,2,_,_,95,35,96,['1'],[],['1'],[],[],[],[],True,False,False,2
"Il avait les yeux bleus, le teint animé, la figure assez grasse pour qu' il pût lui-même voir les pommettes de ses joues, la poitrine large, la taille forte, une musculature vigoureuse, et il possédait une force herculéenne que les exercices de sa jeunesse avaient admirablement développée.",les exercices de sa jeunesse,développée,que,nsubj,acl:relcl,obj,47.0,53,45.0,2612.0,2618,2610.0,2577.0,2583,2575.0,"[46, 47, 48, 49, 50]",[45],développer,43,_,_,95,35,96,['1'],[],['1'],[],[],[],[],True,False,False,2
"Si les sculpteurs de l' Antiquité connaissaient dix-huit façons d' arranger la chevelure de Minerve, Passepartout n' en connaissait qu' une pour disposer la sienne: trois coups de démêloir, et il était coiffé.",les sculpteurs de l'Antiquité,connaissaient,dix-huit façons,nsubj,advcl,obj,3.0,7,9.0,2630.0,2634,2636.0,2595.0,2599,2601.0,"[2, 3, 4, 5, 6]","[8, 9]",connaître,20,_,_,97,35,98,[],[],[],[],[],[],[],False,False,False,2
"Si les sculpteurs de l' Antiquité connaissaient dix-huit façons d' arranger la chevelure de Minerve, Passepartout n' en connaissait qu' une pour disposer la sienne: trois coups de démêloir, et il était coiffé.",,arranger,la chevelure de Minerve,,acl,obj,,11,13.0,,2638,2640.0,,2603,2605.0,[],"[12, 13, 14, 15]",arranger,9,_,_,97,35,98,[],[],[],[],[],[],[],False,False,False,2
"Si les sculpteurs de l' Antiquité connaissaient dix-huit façons d' arranger la chevelure de Minerve, Passepartout n' en connaissait qu' une pour disposer la sienne: trois coups de démêloir, et il était coiffé.",Passepartout,connaissait,en,nsubj,root,iobj,17.0,20,19.0,2644.0,2647,2646.0,2609.0,2612,2611.0,[17],[19],connaître,0,_,_,97,35,98,['1'],[],['1'],[],[],[],[],True,False,False,2
"Si les sculpteurs de l' Antiquité connaissaient dix-huit façons d' arranger la chevelure de Minerve, Passepartout n' en connaissait qu' une pour disposer la sienne: trois coups de démêloir, et il était coiffé.",Passepartout,connaissait,qu'une,nsubj,root,obj,17.0,20,22.0,2644.0,2647,2649.0,2609.0,2612,2614.0,[17],"[21, 22]",connaître,0,_,_,97,35,98,['1'],[],['1'],[],[],[],[],True,False,False,2
"Si les sculpteurs de l' Antiquité connaissaient dix-huit façons d' arranger la chevelure de Minerve, Passepartout n' en connaissait qu' une pour disposer la sienne: trois coups de démêloir, et il était coiffé.",Passepartout,disposer,la sienne,nsubj,advcl,obj,17.0,24,26.0,2644.0,2651,2653.0,2609.0,2616,2618.0,[17],"[25, 26]",disposer,20,_,_,97,35,98,['1'],['1'],['1'],[],[],[],[],True,False,False,2
"Si les sculpteurs de l' Antiquité connaissaient dix-huit façons d' arranger la chevelure de Minerve, Passepartout n' en connaissait qu' une pour disposer la sienne: trois coups de démêloir, et il était coiffé.",Passepartout,disposer,trois coups de démêloir,nsubj,advcl,obl:mod,17.0,24,29.0,2644.0,2651,2656.0,2609.0,2616,2621.0,[17],"[28, 29, 30, 31]",disposer,20,_,_,97,35,98,['1'],[],['1'],[],[],[],[],True,False,False,2
"Si les sculpteurs de l' Antiquité connaissaient dix-huit façons d' arranger la chevelure de Minerve, Passepartout n' en connaissait qu' une pour disposer la sienne: trois coups de démêloir, et il était coiffé.",il,coiffé,,nsubj:pass,conj,,34.0,36,,2661.0,2663,,2626.0,2628,,[34],[],coiffer,20,_,_,97,35,98,['1'],[],['1'],[],[],[],[],True,False,False,2
"De dire si le caractère expansif de ce garçon s' accorderait avec celui de Phileas Fogg, c' est ce que la prudence la plus élémentaire ne permet pas.",,dire,,,root,,,2,,,2666,,,2631,,[],[],dire,0,_,_,98,36,99,[],[],[],[],[],[],[],False,False,False,2
"De dire si le caractère expansif de ce garçon s' accorderait avec celui de Phileas Fogg, c' est ce que la prudence la plus élémentaire ne permet pas.",le caractère expansif de ce garçon,accorderait,avec celui de Phileas Fogg,nsubj,ccomp,obl:arg,5.0,11,13.0,2669.0,2675,2677.0,2634.0,2640,2642.0,"[4, 5, 6, 7, 8, 9]","[12, 13, 14, 15, 16]",accorder,2,_,_,98,36,99,['1'],['0'],"['1', '0']",[],[],[],[],True,False,False,2
"De dire si le caractère expansif de ce garçon s' accorderait avec celui de Phileas Fogg, c' est ce que la prudence la plus élémentaire ne permet pas.",la prudence la plus élémentaire,permet,que,nsubj,acl:relcl,obj,23.0,28,21.0,2687.0,2692,2685.0,2652.0,2657,2650.0,"[22, 23, 24, 25, 26]",[21],permettre,20,_,_,98,36,99,[],[],[],[],[],[],[],False,False,False,2
Passepartout serait -il ce domestique foncièrement exact qu' il fallait à son maître?,,fallait,qu',,acl:relcl,obj,,10,8.0,,2704,2702.0,,2669,2667.0,[],[8],falloir,7,_,_,99,36,100,[],[],[],[],[],[],[],False,False,False,2
Passepartout serait -il ce domestique foncièrement exact qu' il fallait à son maître?,,fallait,à son maître,,acl:relcl,obl:arg,,10,13.0,,2704,2707.0,,2669,2672.0,[],"[11, 12, 13]",falloir,7,_,_,99,36,100,[],"['1', '0']","['1', '0']",[],[],[],[],True,False,False,2
On ne le verrait qu' à l' user.,On,verrait,le,nsubj,root,obj,1.0,4,3.0,2709.0,2712,2711.0,2674.0,2677,2676.0,[1],[3],voir,0,_,_,100,36,101,[],[],[],[],[],[],[],False,False,False,2
On ne le verrait qu' à l' user.,On,user,l',nsubj,xcomp,obj,1.0,8,7.0,2709.0,2716,2715.0,2674.0,2681,2680.0,[1],[7],user,4,_,_,100,36,101,[],[],[],[],[],[],[],False,False,False,2
"Après avoir eu, on le sait, une jeunesse assez vagabonde, il aspirait au repos.",on,eu,,nsubj,advcl,,5.0,3,,2722.0,2720,,2687.0,2685,,[5],[],avoir,7,_,_,101,36,102,[],[],[],[],[],[],[],False,False,False,2
"Après avoir eu, on le sait, une jeunesse assez vagabonde, il aspirait au repos.",on,sait,le,nsubj,root,obj,5.0,7,6.0,2722.0,2724,2723.0,2687.0,2689,2688.0,[5],[6],savoir,0,_,_,101,36,102,[],[],[],[],[],[],[],False,False,False,2
"Après avoir eu, on le sait, une jeunesse assez vagabonde, il aspirait au repos.",il,aspirait,une jeunesse assez vagabonde,nsubj,ccomp,obl:mod,14.0,15,10.0,2731.0,2732,2727.0,2696.0,2697,2692.0,[14],"[9, 10, 11, 12]",aspirer,7,_,_,101,36,102,['1'],[],['1'],[],[],[],[],True,False,False,2
"Après avoir eu, on le sait, une jeunesse assez vagabonde, il aspirait au repos.",il,aspirait,au repos,nsubj,ccomp,obl:arg,14.0,15,17.0,2731.0,2732,2734.0,2696.0,2697,2699.0,[14],"[16, 17]",aspirer,7,_,_,101,36,102,['1'],[],['1'],[],[],[],[],True,False,False,2
"Ayant entendu vanter le méthodisme anglais et la froideur proverbiale des gentlemen, il vint chercher fortune en Angleterre.",il,entendu,,nsubj,advcl,,14.0,2,,2749.0,2737,,2714.0,2702,,[14],[],entendre,15,_,_,102,36,103,['1'],[],['1'],[],[],[],[],True,False,False,2
"Ayant entendu vanter le méthodisme anglais et la froideur proverbiale des gentlemen, il vint chercher fortune en Angleterre.",,vanter,le méthodisme anglais et la froideur proverbiale des gentlemen,,xcomp,obj,,3,5.0,,2738,2740.0,,2703,2705.0,[],"[4, 5, 6, 7, 8, 9, 10, 11, 12]",vanter,2,_,_,102,36,103,[],[],[],[],[],[],[],False,False,False,2
